,NeuronName,NeuronType,Fibre_Diameter,Location,Electrode_Config,Frequency,Titration_Factor,Activation_Threshold (mA),First_Spike_Loc
110,Ventral_root_L2_L3_L4_nerve_obturator_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L2_L3,DO-I,30,0.0079345703125,0.79345703125,node[96]
109,Ventral_root_L2_L3_L4_nerve_obturator_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L2_L3,DO-I,30,0.0081787109375,0.81787109375,node[114]
108,Ventral_root_L2_L3_L4_nerve_obturator_left_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L2_L3,DO-I,30,0.0087890625,0.87890625,node[164]
107,Ventral_root_L1_nerve_spinal_L1_right_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.00885009765625,0.885009765625,node[113]
104,Ventral_root_L1_nerve_spinal_L1_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.00897216796875,0.8972167968750001,node[111]
98,Ventral_root_L1_nerve_ilioinguinal_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.009033203125,0.9033203125,node[111]
101,Ventral_root_L1_nerve_ilioinguinal_right_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.00909423828125,0.909423828125,node[113]
97,Ventral_root_L1_nerve_ilioinguinal_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.0101318359375,1.01318359375,node[132]
103,Ventral_root_L1_nerve_spinal_L1_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.0101318359375,1.01318359375,node[132]
100,Ventral_root_L1_nerve_ilioinguinal_right_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.0107421875,1.07421875,node[134]
106,Ventral_root_L1_nerve_spinal_L1_right_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.0108642578125,1.08642578125,node[134]
96,Ventral_root_L1_nerve_ilioinguinal_left_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.012939453125,1.2939453125000002,node[180]
102,Ventral_root_L1_nerve_spinal_L1_left_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.012939453125,1.2939453125000002,node[180]
86,Ventral_root_L1_nerve_genitofemoral_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.0135498046875,1.3549804687500002,node[185]
99,Ventral_root_L1_nerve_ilioinguinal_right_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.0135498046875,1.3549804687500002,node[184]
105,Ventral_root_L1_nerve_spinal_L1_right_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.013671875,1.3671875000000002,node[184]
122,Ventral_root_L2_nerve_genitofemoral_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L2_nerve,DO-I,30,0.013916015625,1.3916015625,node[182]
85,Ventral_root_L1_nerve_genitofemoral_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.0155029296875,1.5502929687500002,node[220]
121,Ventral_root_L2_nerve_genitofemoral_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L2_nerve,DO-I,30,0.015869140625,1.5869140625,node[216]
84,Ventral_root_L1_nerve_genitofemoral_left_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.0205078125,2.05078125,node[299]
120,Ventral_root_L2_nerve_genitofemoral_left_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L2_nerve,DO-I,30,0.021240234375,2.1240234375000004,node[294]
95,Ventral_root_L1_nerve_iliohypogastric_right_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.0439453125,4.39453125,node[191]
92,Ventral_root_L1_nerve_iliohypogastric_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,L1_nerve,DO-I,30,0.047119140625,4.7119140625,node[152]
94,Ventral_root_L1_nerve_iliohypogastric_right_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.05224609375,5.224609375000001,node[122]
38,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.05322265625,5.322265625,node[207]
41,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_02 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.0537109375,5.37109375,node[207]
93,Ventral_root_L1_nerve_iliohypogastric_right_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,L1_nerve,DO-I,30,0.0576171875,5.76171875,node[167]
91,Ventral_root_L1_nerve_iliohypogastric_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,L1_nerve,DO-I,30,0.060546875,6.0546875,node[181]
29,Nerve_ventral_root_T12_nerve_twelfth_thoracic_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.06591796875,6.591796875,node[213]
32,Nerve_ventral_root_T12_nerve_twelfth_thoracic_left_02 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.06689453125,6.689453125000001,node[214]
40,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_02 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.06787109375,6.787109375,node[245]
37,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.06787109375,6.787109375,node[245]
44,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_03 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.08154296875,8.154296875,node[19]
28,Nerve_ventral_root_T12_nerve_twelfth_thoracic_left_01 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.08740234375,8.740234375000002,node[253]
20,Nerve_ventral_root_T11_nerve_eleventh_thoracic_left_03 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T11_nerve,DO-I,30,0.08837890625,8.837890625,node[54]
17,Nerve_ventral_root_T11_nerve_eleventh_thoracic_left_02 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T11_nerve,DO-I,30,0.08935546875,8.935546875,node[55]
47,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_04 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T12_nerve,DO-I,30,0.08935546875,8.935546875,node[16]
14,Nerve_ventral_root_T11_nerve_eleventh_thoracic_left_01 [Motor MRG Neuron 20.00um]  (Ventral_Root_Nerves_(T7-L2)_20um),Motor MRG Neuron,20.00um,T11_nerve,DO-I,30,0.08935546875,8.935546875,node[54]
31,Nerve_ventral_root_T12_nerve_twelfth_thoracic_left_02 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.08984375,8.984375000000002,node[253]
43,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_03 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.08984375,8.984375000000002,node[19]
46,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_04 [Motor MRG Neuron 15.00um]  (Ventral_Root_Nerves_(T7-L2)_15um),Motor MRG Neuron,15.00um,T12_nerve,DO-I,30,0.091796875,9.1796875,node[19]
36,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_01 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,T12_nerve,DO-I,30,0.09423828125,9.423828125,node[59]
39,Nerve_ventral_root_T12_nerve_twelfth_thoracic_right_02 [Motor MRG Neuron 10.00um]  (Ventral_Root_Nerves_(T7-L2)_10um),Motor MRG Neuron,10.00um,T12_nerve,DO-I,30,0.09521484375,9.521484375,node[58]
